flag_gems.ops.mm.general_mm, [shape info]: [-, 64, 16160, 7168](batch, M, N, K), [count]: 5026
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 384, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 384, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 40, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 40, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 400, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 400, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 416, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 416, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 432, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 432, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 448, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 448, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 464, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 464, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 48, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 48, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 480, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 480, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 496, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 496, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 512, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 512, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 56, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 56, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 64, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 64, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 72, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 72, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 8, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 8, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 80, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 80, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 88, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 88, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 96, 4608, 7168](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 96, 7168, 2304](batch, M, N, K), [count]: 12
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1028, 128, 7168](batch, M, N, K), [count]: 8
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1028, 2112, 7168](batch, M, N, K), [count]: 8
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1028, 3072, 1536](batch, M, N, K), [count]: 8
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1028, 7168, 2048](batch, M, N, K), [count]: 8
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1028, 8192, 1536](batch, M, N, K), [count]: 8
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1028, 512, 7168](batch, M, N, K), [count]: 4
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1028, 7168, 256](batch, M, N, K), [count]: 4
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1028, 4608, 7168](batch, M, N, K), [count]: 3
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1028, 7168, 2304](batch, M, N, K), [count]: 3
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 14305, 4608, 7168](batch, M, N, K), [count]: 3
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 14305, 7168, 2304](batch, M, N, K), [count]: 3
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 4608, 7168](batch, M, N, K), [count]: 3
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 2048, 7168, 2304](batch, M, N, K), [count]: 3
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 3076, 4608, 7168](batch, M, N, K), [count]: 3
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 3076, 7168, 2304](batch, M, N, K), [count]: 3
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 32, 128, 7168], [count]: 1
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 32, 8192, 1536], [count]: 1
